transcript_id	length	gene_name	counts
ENST00000356950.1	381	HIST1H2BK	11986.9
ENST00000380394.8	750	RPS6	11652.3
ENST00000343677.3	642	HIST1H1C	11583.3
ENST00000264335.12	768	YWHAE	11522.3
ENST00000335181.9	1596	PKM	11447.6
ENST00000430246.6	882	HNRNPC	11440.6
ENST00000225430.8	591	RPL19	11334.4
ENST00000317881.8	897	SLC25A5	11153.8
ENST00000352983.6	747	RPL7	11016.5
ENST00000374550.7	537	RPL11	10821.6
ENST00000444376.6	2421	HNRNPU	10770
ENST00000348956.6	1146	CKB	10690.6
ENST00000422514.6	471	RPL23A	10617.1
ENST00000262746.5	600	PRDX1	10541.6
ENST00000403683.1	411	HIST2H3A	10469.1
ENST00000330244.10	408	RPS17	10240.2
ENST00000355899.7	1893	PLS3	10123.2
ENST00000216146.8	1212	RPL3	10089.5
ENST00000307839.9	615	RPL15	10077.6
ENST00000321358.11	975	YBX1	10060.3
ENST00000312037.5	456	RPS14	9947.5
ENST00000579248.5	555	RPL17	9947.3
ENST00000394332.5	423	RPL23	9893.3
ENST00000247461.8	1779	CANX	9884.4
ENST00000371085.7	1185	GNAS	9842.6
ENST00000375650.4	1926	HSPA1B	9801.5
ENST00000295688.7	1638	CCT3	9787.1
ENST00000338970.10	648	RPL14	9756.5
ENST00000322723.8	2133	NCL	9743.1
ENST00000336458.12	465	EIF5A	9624.7
ENST00000311528.9	636	RPL13	9619
ENST00000525634.5	456	RPS13	9606.6
ENST00000272317.10	471	RPS27A	9522.6
ENST00000295598.9	3072	ATP1A1	9427.1
ENST00000584895.5	687	RPL17-C18orf32	9266.7
ENST00000549920.5	567	RPL18	9244.4
ENST00000270625.6	477	RPS11	9130.1
ENST00000356769.7	648	NACA	8965.2
ENST00000394077.7	474	RPL24	8959.5
ENST00000370994.8	1164	SERBP1	8905.2
ENST00000225698.8	849	C1QBP	8753.6
ENST00000394440.7	1620	CCT4	8740.5
ENST00000308162.9	501	CFL1	8666.1
ENST00000322989.8	393	RPS15A	8593.1
ENST00000396953.6	408	RPL32	8566.9
ENST00000439602.6	459	RPS18	8521.2
ENST00000348462.5	372	RPL35	8342.9
ENST00000258091.9	1632	CCT7	8270.1
ENST00000393193.6	804	NME1-NME2	8226.8
ENST00000321153.8	348	RPLP2	8169
ENST00000356731.9	1350	HNRNPH1	8145.9
ENST00000264258.7	378	RPL31	8077.2
ENST00000343262.8	882	RPS2	7999.4
ENST00000296674.12	432	RPS23	7992.5
ENST00000311111.10	213	RPL38	7962.5
ENST00000215754.7	348	MIF	7956
ENST00000299767.9	2412	HSP90B1	7890.8
ENST00000335895.12	489	BTF3	7807.2
ENST00000491306.5	279	RPL37A	7684.4
ENST00000339812.2	381	HIST1H2BJ	7608.6
ENST00000251453.7	441	RPS16	7568.3
ENST00000302907.8	585	RPS9	7481.7
ENST00000373715.10	495	SRSF3	7481.5
ENST00000396705.9	750	TPI1	7382.6
ENST00000322203.6	654	RPL10A	7365.8
ENST00000289316.2	381	HIST1H2BD	7345
ENST00000274242.9	294	RPL37	7296.5
ENST00000331491.1	411	HIST2H3D	7280.1
ENST00000377803.3	312	HIST1H4C	7270
ENST00000369167.2	381	HIST2H2BF	7163
ENST00000262982.2	2916	CSE1L	7150.6
ENST00000448864.5	333	RPL35A	7114.9
ENST00000391857.8	612	RPL13A	7076.9
ENST00000374517.5	318	TXN	6997.9
ENST00000225655.5	423	PFN1	6902.7
ENST00000236957.9	678	EEF1B2	6828.1
ENST00000301821.10	888	RPSA	6752.1
ENST00000284727.8	429	ATP5G3	6674.8
ENST00000593863.5	438	RPS19	6621.3
ENST00000370355.2	1080	SCD	6594.4
ENST00000331666.10	2742	EIF3C	6582.4
ENST00000301072.10	1350	TUBA1C	6555.9
ENST00000359308.8	1830	XRCC6	6493.5
ENST00000286788.8	1647	CCT8	6462.1
ENST00000394665.5	354	RPL34	6461.9
ENST00000347512.7	318	RPL36	6406
ENST00000324460.6	1965	HSPA5	6386.5
ENST00000196551.7	615	RPS5	6365.9
ENST00000295955.13	579	RPL9	6354
ENST00000331821.7	606	RANBP1	6316.6
ENST00000282050.6	1662	ATP5A1	6308.3
ENST00000322030.12	834	SET	6136.6
ENST00000294189.10	480	RPL29	5991
ENST00000546463.5	1089	PCBP2	5985.4
ENST00000341369.11	336	PTMA	5930.7
ENST00000615164.2	312	HIST1H4E	5928.3
ENST00000353245.7	738	YWHAZ	5848.1
ENST00000280326.8	1626	CCT5	5840.6
ENST00000275603.8	1596	CCT6A	5779.1
ENST00000297185.7	2040	HSPA9	5765.6
ENST00000299300.10	1608	CCT2	5759.8
ENST00000220849.9	1338	EIF3E	5745.6
ENST00000366794.9	3045	PARP1	5744.7
ENST00000393190.4	459	NME2	5741.7
ENST00000221419.9	1770	HNRNPL	5731.1
ENST00000270142.10	465	SOD1	5719.5
ENST00000290158.8	2631	KPNB1	5679.5
ENST00000335972.10	3177	UBA1	5670.9
ENST00000009589.7	360	RPS20	5664
ENST00000321394.11	1671	TCP1	5641.5
ENST00000314138.10	447	RPL27A	5630.8
ENST00000349496.9	2346	CTNNB1	5607.3
ENST00000225792.9	1845	DDX5	5602
ENST00000430157.6	387	UBA52	5570.1
ENST00000228306.8	954	RPLP0	5555.7
ENST00000313899.11	1068	HNRNPD	5552.8
ENST00000264221.6	1278	PAICS	5543.7
ENST00000377745.3	312	HIST1H4B	5540.5
ENST00000276079.12	1416	NONO	5503.1
ENST00000325495.8	2193	HNRNPM	5495.9
ENST00000369163.3	411	HIST1H3H	5454.1
ENST00000316448.9	1254	CALR	5357.2
ENST00000373316.4	1254	PGK1	5342.3
ENST00000331380.3	390	HIST2H2AC	5281.4
ENST00000333511.7	1158	BSG	5230.5
ENST00000296417.5	387	H2AFZ	5228.5
ENST00000315758.9	1017	MDH2	5204.9
ENST00000304218.5	660	HIST1H1E	5204.7
ENST00000343986.8	252	RPS21	5204
ENST00000260379.10	345	RPLP1	5175.6
ENST00000392132.6	2199	XRCC5	5129.9
ENST00000369626.7	1503	SLC16A1	5103.9
ENST00000233893.9	309	HSPE1	5048.4
ENST00000295470.9	1263	HNRNPDL	5013.3
ENST00000361891.8	1173	ILF2	4982
ENST00000261182.12	1176	NAP1L1	4975.7
ENST00000359193.3	393	HIST1H2AG	4909.8
ENST00000340384.4	1338	TUBB4B	4898.4
ENST00000314191.6	12387	PRKDC	4892.8
ENST00000377459.2	387	HIST1H2AH	4887.3
ENST00000361436.9	498	RPL12	4870.3
ENST00000340385.5	675	PRDX6	4824.3
ENST00000356487.9	1677	GPI	4814.9
ENST00000358344.7	999	HNRNPAB	4807.1
ENST00000392524.6	1137	HNRNPA3	4768.8
ENST00000330459.7	1590	KPNA2	4738.2
ENST00000344063.6	414	RPL28	4643.9
ENST00000339647.5	2058	UBC	4618.9
ENST00000369409.8	1602	PHGDH	4558
ENST00000247655.3	192	COX7C	4544.4
ENST00000269122.7	5028	CLTC	4536.5
ENST00000303305.10	1185	PA2G4	4487.2
ENST00000557342.5	330	SLIRP	4484
ENST00000358528.8	2397	CSDE1	4479.8
ENST00000377727.1	312	HIST1H4H	4469.4
ENST00000303887.9	2160	MCM7	4462.8
ENST00000221801.7	966	FBL	4444
ENST00000380087.6	1278	RBBP7	4416.3
ENST00000287038.7	348	RPL30	4404
ENST00000396172.5	1287	DDX39B	4394.6
ENST00000278412.6	2130	SSRP1	4393.1
ENST00000342669.7	357	SNRPD2	4364.4
ENST00000262033.10	483	PTGES3	4348.3
ENST00000304992.10	7008	PRPF8	4328.4
ENST00000262105.6	2592	MCM4	4321
ENST00000238081.7	738	YWHAQ	4297.4
ENST00000352035.6	3306	ACLY	4267.3
ENST00000393196.7	459	NME1	4254.6
ENST00000267115.9	714	TMBIM6	4229.1
ENST00000253024.9	2508	TRIM28	4220.1
ENST00000355057.2	312	HIST1H4J	4216.3
ENST00000228318.7	1089	SLC25A3	4207.1
ENST00000377791.3	393	HIST1H2AC	4197.2
ENST00000357214.5	2124	SFPQ	4143.3
ENST00000373232.7	870	PPA1	4138.6
ENST00000349038.8	1596	PTBP1	4135.1
ENST00000369144.7	4149	EIF3A	4115.5
ENST00000044462.11	786	PSMA4	4100.3
ENST00000314332.5	381	HIST1H2BC	4100.1
ENST00000305786.6	318	CYCS	4073.5
ENST00000222247.9	531	RPL18A	4066.4
ENST00000245458.10	171	RPS29	4061.6
ENST00000301740.12	8259	SRRM2	4054.8
ENST00000262193.6	726	PSMB1	4031.8
ENST00000224237.9	1401	VIM	4017.5
ENST00000376755.1	474	RBM3	4009.7
ENST00000354185.8	2352	DDX21	4009.6
ENST00000272298.11	450	CALM2	4001.3
ENST00000481445.1	243	COX7B	3998.7
ENST00000345046.10	741	BCAP31	3994
ENST00000302271.10	1902	HNRNPR	3986.7
ENST00000369722.7	771	ATP5F1	3983.5
ENST00000418115.5	582	RHOA	3962.5
ENST00000375643.7	3789	IARS	3962.4
ENST00000403230.1	2190	DDX17	3958.1
ENST00000305218.8	1632	STIP1	3951.6
ENST00000353703.8	741	YWHAB	3939.5
ENST00000304858.6	2523	HSPA4	3922.6
ENST00000356638.7	2835	GANAB	3903.6
ENST00000360110.8	2283	TFRC	3867.6
ENST00000230050.3	399	RPS12	3867.5
ENST00000399959.6	1989	DDX3X	3828.4
ENST00000300026.3	651	PPIB	3825.3
ENST00000313117.10	717	SRSF7	3814.7
ENST00000318607.9	1911	PABPC1	3801.8
ENST00000265333.7	852	VDAC1	3799.3
ENST00000320676.11	1176	RBMX	3769.7
ENST00000361575.3	156	RPL39	3751
ENST00000531120.5	1125	EIF3M	3737.8
ENST00000438552.6	723	SNRPB	3719
ENST00000519065.5	1467	HDAC2	3709.2
ENST00000265304.10	447	SSBP1	3681.8
ENST00000290541.6	795	PSMB4	3659
ENST00000398606.7	633	GSTP1	3656.6
ENST00000367142.4	732	NUCKS1	3634.2
ENST00000371437.4	213	NDUFA1	3630.6
ENST00000274606.7	462	NHP2	3599.9
ENST00000356245.7	1401	G3BP1	3590.3
ENST00000314133.3	210	COX8A	3588.8
ENST00000527673.1	378	RPS25	3587.9
ENST00000253452.6	510	COX4I1	3537.7
ENST00000306749.3	7536	FASN	3534.3
ENST00000398148.7	2136	KHSRP	3509.5
ENST00000254108.11	1581	FUS	3490.2
ENST00000290299.6	642	ATP5O	3486
ENST00000272227.7	1323	PDIA6	3485.9
ENST00000300289.9	1518	PDIA3	3478.3
ENST00000298510.3	771	PRDX3	3469.7
ENST00000335508.10	3915	SF3B1	3459.2
ENST00000366923.7	4539	EPRS	3458.2
ENST00000367679.6	687	CACYBP	3457.7
ENST00000330899.4	1194	DNAJA1	3457.4
ENST00000422453.6	534	CNBP	3422.6
ENST00000216218.7	1110	ST13	3421.6
ENST00000360458.5	867	MORF4L2	3419.8
ENST00000367549.3	3813	DHX9	3408.2
ENST00000372129.3	3774	IRS4	3403.7
ENST00000530705.5	519	TPT1	3387.9
ENST00000233114.12	1005	MDH1	3383.2
ENST00000234875.8	387	RPL22	3361
ENST00000350030.7	2367	NASP	3355.7
ENST00000607355.2	393	HIST2H2AA4	3339.1
ENST00000401558.6	3216	XPO1	3315
ENST00000346169.6	4800	EIF4G1	3308
ENST00000301522.2	597	PRDX2	3303.3
ENST00000358901.10	2421	VCP	3300.1
ENST00000300688.7	312	ATP5L	3286.5
ENST00000303577.6	1071	PCBP1	3281.5
ENST00000395422.3	456	CHCHD2	3280.2
ENST00000263574.9	2292	APLP2	3268.5
ENST00000260956.8	1227	SSB	3264.4
ENST00000604458.1	786	HSPE1-MOB4	3263.4
ENST00000373365.4	555	GLO1	3258.6
ENST00000465139.6	750	ANP32A	3255.4
ENST00000300408.7	819	PHB	3255.1
ENST00000301764.11	3423	DDB1	3242.3
ENST00000265073.8	384	SUB1	3242
ENST00000331483.8	1527	P4HB	3239.8
ENST00000394186.3	267	ATP5J2	3234.2
ENST00000337620.8	552	CBX3	3231.6
ENST00000360876.8	2445	EIF3B	3222.9
ENST00000351328.7	1401	CS	3219.7
ENST00000469257.1	342	EIF1	3214.8
ENST00000539276.6	3129	ATP2A2	3208.6
ENST00000336812.4	2388	DHX15	3193.7
ENST00000335698.4	894	ATP5C1	3187.1
ENST00000453386.6	867	TRA2B	3184.7
ENST00000368567.4	255	RPS27	3177.3
ENST00000326739.8	1545	IMPDH2	3166.8
ENST00000001008.5	1380	FKBP4	3152.6
ENST00000423316.6	1944	EEF1D	3131
ENST00000258962.4	747	SRSF1	3117
ENST00000373493.9	1278	RBBP4	3088
ENST00000272163.8	1848	LBR	3083.4
ENST00000285968.10	6039	NUP205	3083.3
ENST00000357865.6	450	STMN1	3078
ENST00000589838.5	1587	PRKCSH	3076.9
ENST00000548293.5	456	MYL6	3072.5
ENST00000358739.4	393	HIST1H2AI	3069.5
ENST00000231572.7	1983	RARS	3055.1
ENST00000217971.7	588	PGRMC1	3054
ENST00000216605.12	2808	MTHFD1	3052.6
ENST00000322088.10	1770	PPP2R1A	3042.9
ENST00000287022.9	336	UQCRB	3042.7
ENST00000361059.7	2544	MATR3	3040.5
ENST00000394805.7	2544	MATR3	3040.5
ENST00000359611.3	393	HIST1H2AM	3031.7
ENST00000449870.5	2697	ILF3	3029.1
ENST00000253039.8	1419	EIF2S3	3018.8
ENST00000394936.7	1575	PSAP	3017.1
ENST00000269349.7	1236	EIF4A3	3008.3
ENST00000423525.6	1872	TKT	2999.6
ENST00000339995.9	2724	EIF4G2	2995.4
ENST00000619426.4	618	PSMB3	2986.1
ENST00000308924.8	1428	U2AF2	2979
ENST00000373586.1	978	EIF3I	2967.1
ENST00000260641.9	1185	ACTR2	2954.8
ENST00000265112.7	2172	TARS	2953
ENST00000311223.9	1122	GLUL	2951.7
ENST00000396394.6	792	PSMA1	2946.8
ENST00000379719.7	3117	IPO7	2924.8
ENST00000614247.1	312	HIST1H4D	2921.3
ENST00000426013.6	972	MORF4L1	2911.8
ENST00000244520.9	480	SNRPC	2877
ENST00000236959.13	1779	ATIC	2876.1
ENST00000557016.5	315	ERH	2867.6
ENST00000244020.4	1035	SRSF6	2862.3
ENST00000237530.10	1896	RPN2	2849.6
ENST00000419869.6	1053	STRAP	2838.7
ENST00000243253.7	1431	SEC61A1	2836.1
ENST00000341394.8	2130	CAPRIN1	2835.6
ENST00000338920.8	8454	PRRC2C	2823.6
ENST00000242577.10	270	DYNLL1	2816.2
ENST00000615868.1	393	HIST1H2AB	2812.3
ENST00000571133.5	1473	RSL1D1	2809.5
ENST00000558401.5	360	B2M	2807.7
ENST00000335007.9	972	PPP1CC	2807.1
ENST00000338639.9	570	PARK7	2806.9
ENST00000624234.3	1695	EIF3L	2805
ENST00000302516.9	3654	SF3B3	2799.6
ENST00000379143.9	786	PCNA	2795.4
ENST00000322535.10	2688	SF3B2	2785.7
ENST00000372967.3	321	NDUFS5	2780.9
ENST00000321233.10	1437	ZNF207	2777.6
ENST00000320307.8	600	TAGLN2	2758.3
ENST00000254810.8	411	H3F3B	2756.9
ENST00000310931.8	3807	HDLBP	2751
ENST00000616182.1	381	HIST1H2BO	2735.9
ENST00000330720.6	639	KDELR1	2734.2
ENST00000326587.11	2337	MAGED1	2724.8
ENST00000337970.7	1248	HNRNPF	2724.8
ENST00000375048.7	1371	DDOST	2716.6
ENST00000313511.7	1368	TUFM	2708.1
ENST00000266735.9	261	SNRPF	2707.9
ENST00000299166.8	561	NDUFB8	2693.8
ENST00000216190.12	1647	EIF3D	2683
ENST00000373237.3	606	PSMB2	2678.2
ENST00000368884.7	1134	PSMD4	2673.7
ENST00000356978.8	450	CALM1	2666.7
ENST00000531224.5	2763	BCLAF1	2666.7
ENST00000215829.7	381	SNRPD3	2664.1
ENST00000346798.7	2313	APP	2658.8
ENST00000392708.8	2118	STT3A	2634.7
ENST00000256442.9	1302	CCNB1	2624
ENST00000248342.8	657	EIF3K	2617.9
ENST00000268379.8	1362	UQCRC2	2613.1
ENST00000276689.7	540	NDUFB9	2613
ENST00000286091.8	1938	PDIA4	2612.8
ENST00000323853.9	6411	SNRNP200	2603.5
ENST00000310118.8	2727	PSMD2	2592.6
ENST00000286371.7	840	ATP1B3	2581
ENST00000264156.2	2466	MCM6	2577.5
ENST00000228825.11	537	ARPC3	2573
ENST00000542575.6	1626	SLC1A5	2563.9
ENST00000353411.10	492	SKP1	2561.7
ENST00000323699.8	972	DEGS1	2560.9
ENST00000228251.8	1119	YBX3	2546.5
ENST00000216455.8	768	PSMA3	2545.6
ENST00000360051.7	1086	SEPT2	2543.5
ENST00000298556.7	657	HPRT1	2540.8
ENST00000372134.5	1038	GHITM	2534.5
ENST00000366607.4	438	TOMM20	2533.7
ENST00000355938.9	411	ATP5G1	2530.8
ENST00000246957.9	2115	TRAP1	2525.2
ENST00000322347.10	453	COX5A	2525.2
ENST00000314355.6	240	CKS2	2522.8
ENST00000372435.8	957	PRPS1	2515.4
ENST00000541515.3	1377	C7orf55-LUC7L2	2512.2
ENST00000318911.4	978	CYC1	2511.8
ENST00000296255.7	1824	RPN1	2490.7
ENST00000527548.5	402	FAU	2490.1
ENST00000229390.7	666	SRSF9	2484.1
ENST00000369622.7	1872	SYNCRIP	2472.1
ENST00000260665.11	4185	LRPPRC	2469.9
ENST00000598441.5	1314	SNRNP70	2463.7
ENST00000414487.6	279	SNRPE	2463.3
ENST00000423485.5	4596	TOP2A	2461.1
ENST00000344548.7	576	CDC42	2459.5
ENST00000545606.5	3693	CAND1	2455.4
ENST00000311672.9	276	UQCRH	2449.9
ENST00000339399.4	756	ANP32B	2443.2
ENST00000298289.6	321	RPL36AL	2438
ENST00000246554.7	261	COX6B1	2437.8
ENST00000218516.3	1290	GLA	2431.7
ENST00000378665.1	249	UQCRQ	2426.8
ENST00000304043.9	381	HINT1	2421
ENST00000265866.11	1041	HNRNPH3	2419.5
ENST00000379341.8	816	PRDX4	2417.2
ENST00000324545.8	7713	USP9X	2406.4
ENST00000380191.8	1338	GDI2	2399.4
ENST00000007516.7	471	NDUFAB1	2396.2
ENST00000300413.9	360	SNRPD1	2396.1
ENST00000264995.7	1047	MRPL3	2385.2
ENST00000304734.9	741	RPL7L1	2378.3
ENST00000358015.7	1230	RAD23B	2371.2
ENST00000306434.7	1188	MAT2A	2370.6
ENST00000321442.9	969	SFXN1	2368
ENST00000376588.3	1113	PSAT1	2365.7
ENST00000283131.3	3159	SMARCA5	2364.9
ENST00000391851.8	1062	PRMT1	2360.4
ENST00000259457.7	834	PSMB7	2359.6
ENST00000325307.11	603	HMGB3	2359.3
ENST00000296511.9	963	ANXA5	2354
ENST00000352433.9	609	PTTG1	2352.1
ENST00000272102.9	546	ARF1	2345.5
ENST00000376007.8	6474	PRRC2A	2343
ENST00000216297.6	3144	SUPT16H	2341.5
ENST00000233084.7	2223	DDX1	2338.9
ENST00000418458.5	1650	GNL3	2335.3
ENST00000262056.13	1836	EIF4B	2333.2
ENST00000394434.6	3531	LARS	2327.7
ENST00000233143.5	135	TMSB10	2313.6
ENST00000262854.10	13125	HUWE1	2312.1
ENST00000223321.8	705	PSMA2	2311.4
ENST00000442788.5	705	RP11-111K18.1	2311.4
ENST00000358666.7	222	UBL5	2309.4
ENST00000314606.8	1527	FARSA	2306.5
ENST00000327300.11	1332	KHDRBS1	2301.4
ENST00000323666.9	1437	METAP2	2298.2
ENST00000227524.8	1515	PRPF19	2289
ENST00000506351.6	2673	TNPO1	2281.3
ENST00000505490.2	795	ALYREF	2280.6
ENST00000314595.5	3525	POLR2B	2277.7
ENST00000300738.9	2379	RRM1	2268.5
ENST00000341023.1	393	HIST1H2AD	2266.4
ENST00000215071.8	1053	PSMD8	2264.6
ENST00000332211.10	885	VDAC2	2264
ENST00000272274.8	483	RPL21	2244.6
ENST00000215793.12	2382	SF3A1	2243.3
ENST00000265896.9	1725	SQLE	2241.6
ENST00000254193.10	768	SNRPA1	2240
ENST00000583313.6	525	RBM8A	2231.8
ENST00000557395.5	519	RP11-411B6.6	2226.8
ENST00000265056.11	2715	MCM2	2218.4
ENST00000272348.6	231	SNRPG	2215
ENST00000332598.6	708	TMED9	2209
ENST00000372635.1	336	NGFRAP1	2207.8
ENST00000304758.5	2028	AMOT	2205.5
ENST00000339872.8	648	HMGB1	2205.2
ENST00000368608.3	1314	TSPYL1	2204.8
ENST00000613854.1	411	HIST1H3A	2189.8
ENST00000235090.9	1029	WDR77	2171
ENST00000361427.5	273	HMGN2	2168.6
ENST00000292807.9	1308	AP2M1	2163.9
ENST00000296577.8	1800	ABCE1	2162.1
ENST00000381815.8	3033	GART	2154.4
ENST00000350608.7	357	DDT	2150.3
ENST00000374825.8	2406	BRD2	2149.9
ENST00000022615.8	852	VDAC3	2147.1
ENST00000283195.10	9675	RANBP2	2144
ENST00000354926.8	1179	LUC7L2	2140
ENST00000366582.7	6435	HEATR1	2137.6
ENST00000320857.7	522	SSR4	2134.3
ENST00000246548.8	1923	UBA2	2133.6
ENST00000359303.3	411	HIST1H3J	2128.8
ENST00000317147.9	7131	CNOT1	2125
ENST00000312175.6	270	BANF1	2123.2
ENST00000356244.7	1764	RANGAP1	2122.8
ENST00000361546.6	3264	UBAP2L	2105.2
ENST00000339697.4	1362	SERINC1	2105
ENST00000557943.5	1002	ETFA	2102.2
ENST00000217426.6	1299	AHCY	2101.2
ENST00000535923.5	900	PHB2	2099.8
ENST00000359995.9	666	SRSF2	2099.7
ENST00000261875.9	1089	HACD3	2097.6
ENST00000263645.9	711	CD81	2093.5
ENST00000281031.4	360	NDUFC2	2092
ENST00000360319.8	7920	FLNA	2087.9
ENST00000284440.8	672	UCHL1	2084.6
ENST00000322623.9	1371	RUVBL1	2080.9
ENST00000339600.5	246	NDUFA4	2075
ENST00000219169.8	384	NUTF2	2070
ENST00000269321.11	615	ARHGDIA	2069.7
ENST00000264639.8	1605	PSMD3	2068.2
ENST00000368845.5	1320	OAT	2066.3
ENST00000261313.2	564	PEBP1	2056.1
ENST00000602676.6	687	OAZ1	2055.5
ENST00000360541.9	1314	ETF1	2054.1
ENST00000268668.10	519	NDUFB10	2053.6
ENST00000378364.7	543	APRT	2053.2
ENST00000175091.4	702	LAPTM4A	2049
ENST00000366695.3	393	HIST3H2A	2048.8
ENST00000228136.8	552	C11orf58	2046.3
ENST00000351593.9	981	ELAVL1	2029.4
ENST00000263168.3	861	CAPZA1	2026.9
ENST00000301730.12	918	RNPS1	2020
ENST00000253363.10	1593	RBM39	2016.1
ENST00000184266.2	390	NDUFB4	2009.6
ENST00000225726.9	1452	CCDC47	2003.8
ENST00000380377.8	327	TBCA	1999.6
ENST00000250498.8	342	DAD1	1989.2
ENST00000258739.8	639	KDELR2	1987.1
ENST00000245206.9	1293	GOT2	1981.9
ENST00000356464.9	348	RPS26	1976.9
ENST00000371144.7	3696	STAG2	1975.5
ENST00000308961.4	426	NDUFA11	1971.4
ENST00000389266.7	2220	GARS	1967.9
ENST00000256689.9	1521	SLC38A2	1966.6
ENST00000378609.8	1023	GNB1	1965.1
ENST00000321265.9	996	NUDC	1960.9
ENST00000322213.8	3702	SMC1A	1959.3
ENST00000605788.5	2100	NOLC1	1955.9
ENST00000304567.9	1170	RRM2	1953.2
ENST00000526683.5	1680	PUF60	1948.5
ENST00000264028.4	1536	ARCN1	1943.5
ENST00000220584.8	1254	FDFT1	1942.6
ENST00000442738.6	384	POLR2F	1942.5
ENST00000291295.13	450	CALM3	1939.4
ENST00000216479.7	1017	AHSA1	1937.9
ENST00000227503.13	1647	SF1	1935.2
ENST00000205402.9	1530	DLD	1928
ENST00000590720.5	765	PSME3	1922.8
ENST00000358075.10	1104	MAGT1	1920.6
ENST00000521861.5	1059	EIF3H	1920
ENST00000324366.12	1914	PRMT5	1919.2
ENST00000370768.6	1935	FUBP1	1914.1
ENST00000261479.8	741	PSMA6	1908.3
ENST00000375571.5	807	MAPRE1	1908.2
ENST00000481195.5	930	PPP2CA	1901
ENST00000370206.8	990	CNN3	1898.1
ENST00000409906.8	357	TCEB2	1898
ENST00000216714.7	957	APEX1	1897.6
ENST00000496455.6	2082	GMPS	1892.9
ENST00000394366.6	819	SRSF5	1890.8
ENST00000254480.9	3318	SMARCC1	1888.6
ENST00000231498.7	4176	NUP155	1888
ENST00000285930.8	951	AKR1B1	1886.6
ENST00000292123.9	2748	SAFB	1883.2
ENST00000530054.1	345	NDUFC2-KCTD14	1879.7
ENST00000246139.9	582	CITED1	1876.1
ENST00000379847.7	387	NDUFB6	1876
ENST00000369550.9	1545	DKC1	1872.3
ENST00000343106.9	447	UBE2D3	1869.9
ENST00000261772.12	2907	AARS	1868.1
ENST00000325094.9	744	TMEM33	1865.2
ENST00000373548.7	1449	HDAC1	1865.2
ENST00000295901.8	1170	PSMD6	1860
ENST00000261700.7	735	C14orf166	1859
ENST00000295702.8	552	SSR2	1858.4
ENST00000372759.3	1428	ZMPSTE24	1854.6
ENST00000234677.6	1545	SARS	1852.5
ENST00000623063.3	1455	ADSL	1851.9
ENST00000355527.7	1428	DHCR7	1851
ENST00000287667.11	3669	NOMO1	1848.4
ENST00000367975.6	510	SDHC	1847.5
ENST00000286428.5	594	VBP1	1843.8
ENST00000296412.12	1125	ADH5	1842.2
ENST00000218364.4	2268	HTATSF1	1842.1
ENST00000377767.8	2877	DIS3	1838.9
ENST00000261590.12	3357	DSG2	1838
ENST00000270586.7	720	PSMB6	1831.6
ENST00000274026.9	1299	CCNA2	1831.4
ENST00000303127.11	1071	LMAN2	1830.7
ENST00000380733.8	1593	PSIP1	1829.9
ENST00000229238.4	387	MRPL51	1823.8
ENST00000367378.5	858	PCMT1	1823
ENST00000330029.6	192	UQCR10	1821
