"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classicFisher"
"87"	"GO:0005543"	"phospholipid binding"	354	27	NA	"0.01938"
"88"	"GO:0031994"	"insulin-like growth factor I binding"	12	3	NA	"0.01949"
"89"	"GO:0050321"	"tau-protein kinase activity"	12	3	NA	"0.01949"
"90"	"GO:0003724"	"RNA helicase activity"	68	8	NA	"0.01965"
"91"	"GO:0008186"	"RNA-dependent ATPase activity"	68	8	NA	"0.01965"
"92"	"GO:0019902"	"phosphatase binding"	153	14	NA	"0.02114"
"93"	"GO:0001046"	"core promoter sequence-specific DNA bind..."	111	11	NA	"0.02290"
"94"	"GO:0005041"	"low-density lipoprotein receptor activit..."	13	3	NA	"0.02442"
"95"	"GO:0034061"	"DNA polymerase activity"	34	5	NA	"0.02572"
"96"	"GO:0001085"	"RNA polymerase II transcription factor b..."	114	11	NA	"0.02726"
"97"	"GO:0008757"	"S-adenosylmethionine-dependent methyltra..."	129	12	NA	"0.02798"
"98"	"GO:0042623"	"ATPase activity, coupled"	301	23	NA	"0.02872"
"99"	"GO:0001784"	"phosphotyrosine binding"	35	5	NA	"0.02881"
"100"	"GO:0032451"	"demethylase activity"	35	5	NA	"0.02881"
"101"	"GO:1990782"	"protein tyrosine kinase binding"	60	7	NA	"0.02935"
"102"	"GO:0031434"	"mitogen-activated protein kinase kinase ..."	14	3	NA	"0.02994"
"103"	"GO:0050664"	"oxidoreductase activity, acting on NAD(P..."	14	3	NA	"0.02994"
"104"	"GO:0005548"	"phospholipid transporter activity"	48	6	NA	"0.03141"
"105"	"GO:0046875"	"ephrin receptor binding"	25	4	NA	"0.03391"
"106"	"GO:0000049"	"tRNA binding"	49	6	NA	"0.03434"
"107"	"GO:0070182"	"DNA polymerase binding"	15	3	NA	"0.03607"
"108"	"GO:0008013"	"beta-catenin binding"	77	8	NA	"0.03799"
"109"	"GO:0008234"	"cysteine-type peptidase activity"	182	15	NA	"0.03950"
"110"	"GO:0030228"	"lipoprotein particle receptor activity"	16	3	NA	"0.04279"
"111"	"GO:0034185"	"apolipoprotein binding"	16	3	NA	"0.04279"
"112"	"GO:0017111"	"nucleoside-triphosphatase activity"	764	49	NA	"0.04325"
"113"	"GO:0046966"	"thyroid hormone receptor binding"	27	4	NA	"0.04352"
"114"	"GO:0042054"	"histone methyltransferase activity"	52	6	NA	"0.04416"
"115"	"GO:0019903"	"protein phosphatase binding"	109	10	NA	"0.04597"
"116"	"GO:0051020"	"GTPase binding"	318	23	NA	"0.04860"
